species,accession,sequence_length,sequence_sha256
P. palmivora,MZ267193.1,623,2d760a017d708a9c021d2f93bc05a97b50ac2b3c8190bb572bbabb11996d0f10
P. palmivora,MZ267194.1,791,d0236d7972843027c87e08f09bd4e0ade35218e120997ac8c35d311efcffc827
P. palmivora,MZ267195.1,663,5bae5d341feda15a370d26a4037295a5885b5bb450db679d850024dcf1486e60
P. palmivora,MZ267196.1,708,dd14aeebe5ffb9f8c0f8823207d36bda9323c2a3dcfc7cc6137e8abb599ff908
P. palmivora,MZ267197.1,645,f3f447c6979376ac0d07a3951dc6fe44886f1fe01f1bac38b71e7a1173fce1aa
P. palmivora,MZ267198.1,762,f8d3fc2a11d53902859ae17cdf9d6e5d5863b2dfedcffa963f881fd9b2ded012
P. palmivora,MZ267199.1,648,b18ee5ceb08832ce374574b0d33896ae93af52d25a074dc86aa4961a44843cb7
P. palmivora,MZ267200.1,624,351909342e3ecce59cef0efa448b0a8a4fcdb0e400f055cd2bae6d8c8df4764e
P. palmivora,MZ267201.1,795,887c487a8aefc680c321a3f7d8d51929166f8609b3db0a90a35eb8d004e52af4
P. palmivora,MZ267202.1,800,9a8ffc8208d3c695cf2cacdf72fd9c5eb5d22f7f0a55a5f3fc1c086fe8dcaf23
P. palmivora,MZ267203.1,720,9b27a1a9653b02ce332b4c2614a0dbd31739f90d782facfe8d609066069beca8
P. palmivora,MZ267204.1,695,5d66bacb6432b217f5924965fe79d5d201aaf04613f8ce1acd4ff42dc56ed7fe
P. palmivora,MZ267205.1,736,d8c1b4b2b15df888e47abd621f7c23956d8001565e844be701feb14acfe2b5c1
P. palmivora,MZ267206.1,698,1fa61f9826225c44bc6fbe147a386b3153c73b3430e48cc3dc3dd76536095f66
P. palmivora,MZ267207.1,715,47c44f13fd2573293547da319170fc6a392fd7c49c5dba3a3a14cfca7afd7d64
P. palmivora,MZ267208.1,762,47029de20a6d2365afeb22a2246cf3f3ec074779f6ef917f981fe49fdaa01104
P. palmivora,MZ267209.1,795,1d9556294598b128997008568b9de9f62abc33f5376333f4ff52f048ac0fc43b
P. palmivora,MZ267210.1,755,bf1565704b95e7ed355b7ed8f62454613831294244bd40677d0615ce77ffce23
P. palmivora,MZ267211.1,728,0c4601bba421a594a31ec6fc947e16b399103e71d3cd57f67a7adc11e76edc1e
P. palmivora,MZ267212.1,761,850a85bc8db63262efc2aa1aa50a85767a09225ad41995ff606afbd20f2c3345
P. palmivora,MZ267213.1,701,c84afa7a5874d8407f145efa6e44887c88ae8ec642aa293e0370ec418f14bd09
P. palmivora,MZ267214.1,737,ee84ba64b3efb6a6344c9b6fdb1fefaff564ad4d6298f0c56cbae9c33422433d
P. palmivora,MZ267215.1,749,9d715d130d584c28c6e70a500f9cb3a6128951fcf240ac3b62591758b717abaa
P. palmivora,MZ267216.1,803,11cd717c434613f3407a3450fda0016e52b5292f02912fcb50f4a5a22cbe1a5b
P. palmivora,MZ267217.1,800,eab72e236e43cc09bf17b47088c9fe7ccee18a5ea990c43d1a5b355566d58ffb
P. palmivora,MZ267218.1,733,6beaac7534a26fd09707b03a661617d912f286e2df88b3f22206437d2ba487e2
P. palmivora,MZ541892.1,891,c3fc9f04effd734f99465e3bb68b886ef9cfdb82e6659eeae467e783c1bd85fd
P. palmivora,MZ831236.1,540,dab1199d2765349c6dda4bd7e070e3ce783a3cb9c2e13744ba6be516dde4bf8c
P. palmivora,MZ831237.1,759,76d5fba921b073b2c39db7e1c769b7b1519fba89ac149dac4ff43c0ae2026bfd
P. palmivora,MZ831238.1,525,a46588167ea5ba200f5f2aff83d121c60c9eab9a68cbb08394edd3010a11f42a
P. palmivora,MZ831239.1,584,133d381b105f395b038f3647dcf2d637d3ad2acdd4d475dcb52643377f7a8362
P. palmivora,MZ831240.1,851,7ccb07d03698122e5124e291bf52fbae319cfdd3865fc33f66ff5987e636ffb5
P. palmivora,MZ831241.1,606,1b90690dad1518bd64e2544e87dc4410d96825b54ced4d1bffbefeaa62b7472e
P. palmivora,MZ831242.1,557,4eca9ee220c7376e329596da8b23f8d36c0e54da8e57d0dce275b9810746f158
P. palmivora,MZ831243.1,708,689887e6e6e9b1a712e57773a50e5c5eed657aad8ce2c3b658a7566e4207f29f
P. palmivora,MZ831244.1,572,eb5dddc5ab663a9ca997e3ca4cd8d79dbb4a713ad3760014e73861db1e0cd41d
P. palmivora,MZ831245.1,624,d3075f356da0d61277549c08c00fc84c7eee0285a149bed655cf8b90878a6e5e
P. palmivora,MZ831246.1,597,4f2161e6f67b2052f8b176b3799b8d5699d99bdedf91167547be0144b3cdaeaa
P. palmivora,MZ831247.1,480,8ad714305afde892bf2c90b524229a603ee94bad276637224dbdbe2aaac35961
P. palmivora,MZ831248.1,594,bf63cbd68089df40bbb21733d9f995299985d9d155dd2fa1e86c260a299b3253
P. palmivora,MZ831249.1,598,e6b548e7a3f0ce8ac801ea8f7c11f0daf7c105e23380af05b8b147ef75d1ca15
P. palmivora,MZ831250.1,562,8ba88aac9845583679045f925e5b6f72902deb47849eb11831775505f644e274
P. palmivora,MZ831251.1,607,3685891bcac80d883f4ea2456975a632d2a8a51522d7c33bd8d9566f16592931
P. palmivora,MZ831252.1,428,785369e1fb3ff1ab507ec841e97bec9641b0a71083c82de3ecc207e677d722b5
P. palmivora,MZ831253.1,554,0ee0acde5af9e5f757b27a9cc493be57376c214f1e1cab6a3e239f71b30e4304
P. palmivora,MZ831254.1,581,60aaafb29b0393510c6b61309a54f0f216c0bda202563fb88862ca1c2959a656
P. palmivora,MZ831255.1,576,e12d1e37bc0b28d2fbee1647bf296cc5be89af87a46335c5810860e57173cd41
P. palmivora,MZ831256.1,429,c9e8c289c5eee1299d5daf451e82bb1612be249577ceb412ef4de8bb4dedf7f6
P. palmivora,MZ831257.1,583,e601bbee5a5f9221e43e58243c1871fbb67f68b421c382666dc752be726f1ec5
P. palmivora,MZ831258.1,583,6f49cb41d20f9047a746adf88b3e113e7c2b933f7332da8216992cc79dcc64e7
P. palmivora,MZ831259.1,575,0ba900ae9f88f0f6965cf3c23e39edb18e457c09a15c9ba1ac2dd7c60f28f29d
P. palmivora,MZ831260.1,623,6a0606efd8a130606e4fc2c66504edc0be21b195f7ffdeb25a58385f885393f6
P. palmivora,MZ831261.1,448,b4953ba11b9736838564fa3ebb015dffc1d0c2ad8b4752dce65de2326debe0c8
P. palmivora,MZ831262.1,626,370814d5fdbe8aa5ce13f921d592a1be9259fd6da4281bc3ca57c0c8b24a3c87
P. palmivora,MZ831263.1,703,741ec23237d125251ba9eed9ed7119086c0b12bdc038b86cd0a38f19e2de12f5
P. palmivora,MZ831264.1,494,80e7906198858c043f13c041f5fef1ad63e2c5f750d251ecd1d4cda8f082b9e2
P. palmivora,MZ831265.1,622,a97ace15dd41da3571aa815b00151137dce199bda006760a75f7ed415eedbc72
P. palmivora,MZ831266.1,661,eecf353674495c89961e9edfe9a49909d7c3335fb5fdac7e0abb71984fc42e4e
P. palmivora,MZ831267.1,597,4e23fadd61cf6536845ef179aab8cf4947a2efc994da65a0bb55d28abcf5318f
P. palmivora,MZ831269.1,514,37dbf122bc72d7391784f7b7594328d97ac04c63700ab24ab1289d1e79f40c28
P. palmivora,MZ831270.1,572,425f4c515f91f8e64ed5a8daf4557ec67b926bc9621f663672a0d1dbd9811680
P. palmivora,MZ831271.1,589,332bbc879c9b529d6e727bcff64448332861a7f6a61a5b85c184dfb5246c55be
P. palmivora,MZ831272.1,647,830999cd6ed4645e91410409c4acd1f0c887ca7e96fe4c298a76e792408d4b8c
P. palmivora,MZ831273.1,602,0fa29232e11c6a3b8bdb833b5299eaa4446feb9e5e27c5b72644304eed04ba88
P. palmivora,MZ831274.1,577,47558c8ea25401145bb3c6fa5cae2a44bfddb1bc39f1b046fdaafe10ff6290bc
P. palmivora,MZ831275.1,601,b9764fe4f998a5200a9a26938fe4fe685f955a6377c8f8fbb40fa9be78b4daf2
P. palmivora,MZ831276.1,578,3c3d86eaec0093af24fbdcfc24116b39a5f796e459edeb46287e7c5eb7c44b7d
P. palmivora,MZ831277.1,556,7af499de67524e3a4b14a4f6dcf5b6c881881c2c5d9a29441805a509fe7205d4
P. palmivora,MZ831278.1,605,d3b04c31f44fabe0a16a6782dc364a0dc73b126a6e801c844223c96ecec34500
P. palmivora,MZ831279.1,516,7ff9373ad99a13a19ac1449350076de5764ca50efe4cc0b5866e879ba59e21ec
P. palmivora,MZ831280.1,548,2e049fec021dea1df49dc6454b247f8e0b43691b05e212b45f8ab5ded5d75f9c
P. palmivora,MZ831281.1,623,139c50f68d31fcd7f451e1669de76368ab14bf88877963d54a04918df46b9b0a
P. palmivora,MZ831282.1,592,0c7116f74ef73ac9f2788e0cce09d52b6816b429da84d04f869fe331f6cad5e1
P. palmivora,MZ831283.1,591,5b7eba3eb1b5af47cec0462f7d1adf337457b4515b53b41da1be111519fe6d20
P. palmivora,MZ831284.1,589,ee54793e5d81477df1e372e2a2c538cbd7fa8a44c54cc5777c12a06a6d0f0eda
P. palmivora,MZ831285.1,608,7658fe74f58424b138d70acac24829fd057518e8d11f2968f62ee7a156ef4d96
P. palmivora,MZ831286.1,619,391ea01b4a58a3cf1e5414c41d8419ca70a9ddb131a2a767e9bd5a695849cc90
P. palmivora,MZ831287.1,580,28a4ff734dbabad35bd4340ae73315d666c1dc12ed8773f9452f695216062226
P. palmivora,MZ831288.1,581,bc24fafcf21ef7731da758d79dc069d802bcdeb0db52f7b4046024df622f66be
P. palmivora,MZ831289.1,601,15792e8091b4e61784f3745ce0d6a063235383393d85899601ce98d294c716b9
P. palmivora,MZ831290.1,793,6343731179261fa8625ad6932526645d9b242fe2a2114797ee113f4bef1b3367
P. palmivora,MZ922021.1,839,6e9419288c7932bf164cf18385e97a16ee0ce02d030af5c910f4a1d1772fb6b6
P. palmivora,MZ922026.1,841,e26a3e03a3b26e90170e809bcca2acf3d652a9def5f6b6e95b1f0f18b7efa6ff
P. palmivora,NCKW01020420.1,6120,220efbc1f7d6ea675fedec5bd08151bc43ee4458095087af6f27b1e56be44fb2
P. palmivora,OK298398.1,806,49f0ab044a9050f9202c95ee113e9b953c28d6fe6e010127f8d633e2183686ba
P. palmivora,OK349485.1,735,8059460559c83ac32362d6d39a97bfb77d8c90bbbfa6703731bc841424bd7e99
P. palmivora,OK463586.1,781,8c476459b5fca8799e030185dc9e1ddf43081ef0b3466d3fb172d412c28b7b3b
P. palmivora,OK463587.1,741,9d2de6392f7cdf42cdb8fe79517be60755d337716e35e3d937919f2b4dc0081b
P. palmivora,OK463588.1,781,6d46e529755b3847da0554ef8b33057b1128257b55a7cb00f2c62303e55af19d
P. palmivora,OK463600.1,469,825be88f3ee264927d5d008d8d658e2df3df0b0ba6f44cd17f24636bbb89f417
P. palmivora,OK463601.1,761,a83b26e3df5442826b7dc1a71413fae6b40aae11f33eabb75340695d8afaa3c3
P. palmivora,OK463602.1,469,825be88f3ee264927d5d008d8d658e2df3df0b0ba6f44cd17f24636bbb89f417
P. palmivora,OK463603.1,771,503c1f0a54a16672a13e6c675c5c4d2d56709bc21f6fd308081da69b71e227db
P. palmivora,OK463604.1,790,ccfd3948477028b7d624015f0f48f4a94622aabe9ab8175edc9d32ee3d929ed0
P. palmivora,OK463605.1,771,2ca9104dff5d1e5d22e13de2d2942347b956dfd70c6440be09abbe3f54e8d77c
P. palmivora,OK463606.1,469,825be88f3ee264927d5d008d8d658e2df3df0b0ba6f44cd17f24636bbb89f417
P. palmivora,OK463607.1,469,825be88f3ee264927d5d008d8d658e2df3df0b0ba6f44cd17f24636bbb89f417
P. palmivora,OK463608.1,761,55003217b5dfd6820ac3e982f578273ed71d0d9c0ab890e7f42c99a12abb273b
P. palmivora,OK463609.1,781,6d46e529755b3847da0554ef8b33057b1128257b55a7cb00f2c62303e55af19d
P. palmivora,OK463610.1,766,604fb07ffbf944ef54a5129f7d2ffdf0ae197b8f4ff2b87bf216ce564989c821
P. palmivora,OK463611.1,766,604fb07ffbf944ef54a5129f7d2ffdf0ae197b8f4ff2b87bf216ce564989c821
P. palmivora,OK463612.1,766,604fb07ffbf944ef54a5129f7d2ffdf0ae197b8f4ff2b87bf216ce564989c821
P. palmivora,OK463613.1,766,604fb07ffbf944ef54a5129f7d2ffdf0ae197b8f4ff2b87bf216ce564989c821
P. palmivora,OK463614.1,766,604fb07ffbf944ef54a5129f7d2ffdf0ae197b8f4ff2b87bf216ce564989c821
P. palmivora,OK463615.1,766,604fb07ffbf944ef54a5129f7d2ffdf0ae197b8f4ff2b87bf216ce564989c821
P. palmivora,OK463616.1,766,604fb07ffbf944ef54a5129f7d2ffdf0ae197b8f4ff2b87bf216ce564989c821
P. palmivora,OK463617.1,766,604fb07ffbf944ef54a5129f7d2ffdf0ae197b8f4ff2b87bf216ce564989c821
P. palmivora,OK463618.1,766,604fb07ffbf944ef54a5129f7d2ffdf0ae197b8f4ff2b87bf216ce564989c821
P. palmivora,OK463619.1,766,604fb07ffbf944ef54a5129f7d2ffdf0ae197b8f4ff2b87bf216ce564989c821
P. palmivora,OL616293.1,1172,fba4be5eb2ce713e3a08b99ebceecf663fb53ed230848039565cf33eff8421d5
P. palmivora,ON834411.1,858,609324cd4792d509ecc709c75c98c3f6a29c291854c6c49040fbc17caa2a9210
P. palmivora,ON834412.1,858,609324cd4792d509ecc709c75c98c3f6a29c291854c6c49040fbc17caa2a9210
P. palmivora,ON834413.1,858,609324cd4792d509ecc709c75c98c3f6a29c291854c6c49040fbc17caa2a9210
P. palmivora,ON834414.1,858,609324cd4792d509ecc709c75c98c3f6a29c291854c6c49040fbc17caa2a9210
P. palmivora,ON834415.1,858,609324cd4792d509ecc709c75c98c3f6a29c291854c6c49040fbc17caa2a9210
P. palmivora,ON834416.1,858,609324cd4792d509ecc709c75c98c3f6a29c291854c6c49040fbc17caa2a9210
P. palmivora,ON834417.1,858,609324cd4792d509ecc709c75c98c3f6a29c291854c6c49040fbc17caa2a9210
P. palmivora,ON834418.1,858,609324cd4792d509ecc709c75c98c3f6a29c291854c6c49040fbc17caa2a9210
P. palmivora,ON834419.1,858,609324cd4792d509ecc709c75c98c3f6a29c291854c6c49040fbc17caa2a9210
P. palmivora,ON834420.1,858,609324cd4792d509ecc709c75c98c3f6a29c291854c6c49040fbc17caa2a9210
P. palmivora,ON834421.1,858,609324cd4792d509ecc709c75c98c3f6a29c291854c6c49040fbc17caa2a9210
P. palmivora,ON834422.1,851,a4fae012c87a773b306983aa173e617aa0400fe1d36925b304ef0d3000f21a66
P. palmivora,ON834423.1,858,609324cd4792d509ecc709c75c98c3f6a29c291854c6c49040fbc17caa2a9210
P. palmivora,ON834424.1,858,609324cd4792d509ecc709c75c98c3f6a29c291854c6c49040fbc17caa2a9210
P. palmivora,ON834425.1,858,609324cd4792d509ecc709c75c98c3f6a29c291854c6c49040fbc17caa2a9210
P. palmivora,ON834426.1,858,609324cd4792d509ecc709c75c98c3f6a29c291854c6c49040fbc17caa2a9210
P. palmivora,ON834427.1,858,609324cd4792d509ecc709c75c98c3f6a29c291854c6c49040fbc17caa2a9210
P. palmivora,ON834428.1,858,609324cd4792d509ecc709c75c98c3f6a29c291854c6c49040fbc17caa2a9210
P. palmivora,ON834429.1,858,609324cd4792d509ecc709c75c98c3f6a29c291854c6c49040fbc17caa2a9210
P. palmivora,ON834430.1,858,609324cd4792d509ecc709c75c98c3f6a29c291854c6c49040fbc17caa2a9210
P. palmivora,ON834431.1,858,609324cd4792d509ecc709c75c98c3f6a29c291854c6c49040fbc17caa2a9210
P. palmivora,ON834432.1,858,609324cd4792d509ecc709c75c98c3f6a29c291854c6c49040fbc17caa2a9210
P. palmivora,ON834433.1,858,609324cd4792d509ecc709c75c98c3f6a29c291854c6c49040fbc17caa2a9210
P. palmivora,ON834434.1,858,609324cd4792d509ecc709c75c98c3f6a29c291854c6c49040fbc17caa2a9210
P. palmivora,ON834435.1,858,609324cd4792d509ecc709c75c98c3f6a29c291854c6c49040fbc17caa2a9210
P. palmivora,ON834436.1,858,609324cd4792d509ecc709c75c98c3f6a29c291854c6c49040fbc17caa2a9210
P. palmivora,ON834437.1,858,609324cd4792d509ecc709c75c98c3f6a29c291854c6c49040fbc17caa2a9210
P. palmivora,ON834438.1,858,609324cd4792d509ecc709c75c98c3f6a29c291854c6c49040fbc17caa2a9210
P. palmivora,ON834439.1,858,609324cd4792d509ecc709c75c98c3f6a29c291854c6c49040fbc17caa2a9210
P. palmivora,ON834440.1,858,609324cd4792d509ecc709c75c98c3f6a29c291854c6c49040fbc17caa2a9210
P. palmivora,ON834441.1,858,609324cd4792d509ecc709c75c98c3f6a29c291854c6c49040fbc17caa2a9210
P. palmivora,ON834442.1,858,609324cd4792d509ecc709c75c98c3f6a29c291854c6c49040fbc17caa2a9210
P. palmivora,ON834443.1,858,609324cd4792d509ecc709c75c98c3f6a29c291854c6c49040fbc17caa2a9210
P. palmivora,ON834444.1,858,609324cd4792d509ecc709c75c98c3f6a29c291854c6c49040fbc17caa2a9210
P. palmivora,ON834445.1,842,fd3276029a6e2a2a42b5f65c419b1a13eb0f90d7c75dca4036503f2568b3964f
P. palmivora,ON834446.1,858,609324cd4792d509ecc709c75c98c3f6a29c291854c6c49040fbc17caa2a9210
P. palmivora,ON834447.1,858,609324cd4792d509ecc709c75c98c3f6a29c291854c6c49040fbc17caa2a9210
P. palmivora,ON834448.1,858,609324cd4792d509ecc709c75c98c3f6a29c291854c6c49040fbc17caa2a9210
P. palmivora,ON834449.1,858,609324cd4792d509ecc709c75c98c3f6a29c291854c6c49040fbc17caa2a9210
P. palmivora,ON834450.1,858,609324cd4792d509ecc709c75c98c3f6a29c291854c6c49040fbc17caa2a9210
P. palmivora,ON870901.1,778,a6a8cd6e8df3db3e92971b35e86b7d4db3be130cac9693cc92c012e327f7d43a
P. palmivora,OP558551.1,860,77307c39e9604c813ff20b0d01cc44dbe8287438d2fc41a0d3a36ebfe090e51b
P. palmivora,OP558552.1,860,77307c39e9604c813ff20b0d01cc44dbe8287438d2fc41a0d3a36ebfe090e51b
P. palmivora,OP558553.1,860,77307c39e9604c813ff20b0d01cc44dbe8287438d2fc41a0d3a36ebfe090e51b
P. palmivora,OP558554.1,860,77307c39e9604c813ff20b0d01cc44dbe8287438d2fc41a0d3a36ebfe090e51b
P. palmivora,OP558555.1,860,77307c39e9604c813ff20b0d01cc44dbe8287438d2fc41a0d3a36ebfe090e51b
P. palmivora,OP558556.1,860,77307c39e9604c813ff20b0d01cc44dbe8287438d2fc41a0d3a36ebfe090e51b
P. palmivora,OP558557.1,860,77307c39e9604c813ff20b0d01cc44dbe8287438d2fc41a0d3a36ebfe090e51b
P. palmivora,OP558558.1,860,77307c39e9604c813ff20b0d01cc44dbe8287438d2fc41a0d3a36ebfe090e51b
P. palmivora,OP558559.1,860,77307c39e9604c813ff20b0d01cc44dbe8287438d2fc41a0d3a36ebfe090e51b
P. palmivora,OP558560.1,860,77307c39e9604c813ff20b0d01cc44dbe8287438d2fc41a0d3a36ebfe090e51b
P. palmivora,OP558561.1,860,77307c39e9604c813ff20b0d01cc44dbe8287438d2fc41a0d3a36ebfe090e51b
P. palmivora,OP558562.1,860,77307c39e9604c813ff20b0d01cc44dbe8287438d2fc41a0d3a36ebfe090e51b
P. palmivora,OP558563.1,860,77307c39e9604c813ff20b0d01cc44dbe8287438d2fc41a0d3a36ebfe090e51b
P. palmivora,OP558564.1,860,77307c39e9604c813ff20b0d01cc44dbe8287438d2fc41a0d3a36ebfe090e51b
P. palmivora,OP558565.1,860,77307c39e9604c813ff20b0d01cc44dbe8287438d2fc41a0d3a36ebfe090e51b
P. palmivora,OP558566.1,860,77307c39e9604c813ff20b0d01cc44dbe8287438d2fc41a0d3a36ebfe090e51b
P. palmivora,OP558567.1,860,77307c39e9604c813ff20b0d01cc44dbe8287438d2fc41a0d3a36ebfe090e51b
P. palmivora,OP558568.1,860,77307c39e9604c813ff20b0d01cc44dbe8287438d2fc41a0d3a36ebfe090e51b
P. palmivora,OP558569.1,860,e1545e5a12f5195683e0bb0fd3abe4b1ff0bbb51a3ba984464b90fa1173c006e
P. palmivora,OP558570.1,860,8712a400a36cde88b5b127a5a0be6418d68e3efe452a33f8be846374a18a7858
P. palmivora,OP558571.1,860,8712a400a36cde88b5b127a5a0be6418d68e3efe452a33f8be846374a18a7858
P. palmivora,OP647123.1,548,afc51916469d0910936d2f8f0a60f55a6ad9cf6824c3abd67ebe0e8ba4b133dd
P. palmivora,OP647124.1,539,4daf2abe4168ec749e62eec65f945d4b2345dad76df21739681c1d73fe289d12
P. palmivora,OP765505.1,681,e82db86ef950d609a79e2664d9430b168d3a96666bba75e739071270b072ec7c
P. palmivora,OP765506.1,865,1471f7714220dd653db8db03f91346cf1a471fb4e41540bba4f3945ec64e554e
P. palmivora,OQ253531.1,828,69f4a96b2d68e10877870da7321d3346475b7d0100066f4d505544cf174d31e4
P. palmivora,OQ253532.1,828,69f4a96b2d68e10877870da7321d3346475b7d0100066f4d505544cf174d31e4
P. palmivora,OQ341675.1,794,6e691ea98d2e0f9fe1e8f7b0e1efc07dea559c3b0b1dda34f805ec0d79b5c9ef
P. palmivora,OQ341676.1,794,08314fc0cbad69aa84afbe580c39ac121ed16d38046539511374908745377620
P. palmivora,OQ341677.1,794,6e691ea98d2e0f9fe1e8f7b0e1efc07dea559c3b0b1dda34f805ec0d79b5c9ef
P. palmivora,OQ341678.1,793,6f8c519b9aafab21948abf983efa60d524fec2682643cf347c827980cc25464f
P. palmivora,OQ341679.1,793,11444396845ab1b442d03c9ee88b8b472d4e5bd258c87aec35e385c1d0b6800c
P. palmivora,OQ341680.1,794,6e691ea98d2e0f9fe1e8f7b0e1efc07dea559c3b0b1dda34f805ec0d79b5c9ef
P. palmivora,OQ341681.1,794,1f95eab66a5e06f28a80b2012cc5e8ea547eff7671ddc203a4878af502858fff
P. palmivora,OQ341682.1,794,d7da07b32818b5f308485fe33d3543cdb12027d2c12824757c276296af1db150
P. palmivora,OQ341683.1,794,6e691ea98d2e0f9fe1e8f7b0e1efc07dea559c3b0b1dda34f805ec0d79b5c9ef
P. palmivora,OQ341684.1,794,1f95eab66a5e06f28a80b2012cc5e8ea547eff7671ddc203a4878af502858fff
P. palmivora,OQ341685.1,794,6e691ea98d2e0f9fe1e8f7b0e1efc07dea559c3b0b1dda34f805ec0d79b5c9ef
P. palmivora,OQ341686.1,794,454ee19e3f059a5272d0e5e883de3506320e39f1d111e530ba9acbe4296a780b
P. palmivora,OQ341687.1,794,8a56045c69bc9411fe0695c9ede3971ecd46f1c0478a63160db5f411322ff352
P. palmivora,OQ341688.1,794,f5d579b2af649ed35bb6c4e65c800a64486d3dbbc5ed953a20c06e85f423290e
P. palmivora,OQ341689.1,794,1f95eab66a5e06f28a80b2012cc5e8ea547eff7671ddc203a4878af502858fff
P. palmivora,OQ341690.1,794,55257270f8498064088728236e4f568ecfbb5ecec5002f7568afeab3a1497f24
P. palmivora,OQ341691.1,793,6f8c519b9aafab21948abf983efa60d524fec2682643cf347c827980cc25464f
P. palmivora,OQ341692.1,794,f9a425fbc59e020abfba57cc40dbfa72aa2bd6fd1749b6369743d00a5173913b
P. palmivora,OQ341693.1,794,5acf827483ecd41301517c1390b0bf0c7fd220bdd471c94e0a16a3e85c94aa6c
P. palmivora,OQ341694.1,793,11444396845ab1b442d03c9ee88b8b472d4e5bd258c87aec35e385c1d0b6800c
P. palmivora,OQ341695.1,794,1f95eab66a5e06f28a80b2012cc5e8ea547eff7671ddc203a4878af502858fff
P. palmivora,OQ341696.1,794,55257270f8498064088728236e4f568ecfbb5ecec5002f7568afeab3a1497f24
P. palmivora,OQ341697.1,794,1f95eab66a5e06f28a80b2012cc5e8ea547eff7671ddc203a4878af502858fff
P. palmivora,OQ341698.1,794,6e691ea98d2e0f9fe1e8f7b0e1efc07dea559c3b0b1dda34f805ec0d79b5c9ef
P. palmivora,OQ341699.1,794,069cb7b84b509d0f66c00d779949eff0e1540354b5b4e334f8e54ae17d61c0a5
P. palmivora,OQ341700.1,794,1f95eab66a5e06f28a80b2012cc5e8ea547eff7671ddc203a4878af502858fff
P. palmivora,OQ341701.1,803,4e8205931da22e1c2f5bf9b040014f2da219527c535e3ebeb77569658f3b5b69
P. palmivora,OQ341702.1,794,1f95eab66a5e06f28a80b2012cc5e8ea547eff7671ddc203a4878af502858fff
P. palmivora,OQ341703.1,803,4e8205931da22e1c2f5bf9b040014f2da219527c535e3ebeb77569658f3b5b69
P. palmivora,OQ341704.1,794,08314fc0cbad69aa84afbe580c39ac121ed16d38046539511374908745377620
P. palmivora,OQ341705.1,803,3387332e991204fdbed756e52213769017ae3575423caa06f9d24567ff7f03a2
P. palmivora,OQ341706.1,803,3387332e991204fdbed756e52213769017ae3575423caa06f9d24567ff7f03a2
P. palmivora,OQ341707.1,803,3387332e991204fdbed756e52213769017ae3575423caa06f9d24567ff7f03a2
P. palmivora,OQ341708.1,803,3387332e991204fdbed756e52213769017ae3575423caa06f9d24567ff7f03a2
P. palmivora,OQ341709.1,803,4e8205931da22e1c2f5bf9b040014f2da219527c535e3ebeb77569658f3b5b69
P. palmivora,OQ341710.1,803,3387332e991204fdbed756e52213769017ae3575423caa06f9d24567ff7f03a2
P. palmivora,OQ341711.1,803,4e8205931da22e1c2f5bf9b040014f2da219527c535e3ebeb77569658f3b5b69
P. palmivora,OQ341712.1,803,3387332e991204fdbed756e52213769017ae3575423caa06f9d24567ff7f03a2
P. palmivora,OQ341713.1,794,1f95eab66a5e06f28a80b2012cc5e8ea547eff7671ddc203a4878af502858fff
P. palmivora,OQ341714.1,803,4e8205931da22e1c2f5bf9b040014f2da219527c535e3ebeb77569658f3b5b69
P. palmivora,OQ341715.1,794,1f95eab66a5e06f28a80b2012cc5e8ea547eff7671ddc203a4878af502858fff
P. palmivora,OQ341716.1,803,3387332e991204fdbed756e52213769017ae3575423caa06f9d24567ff7f03a2
P. palmivora,OQ341717.1,803,3387332e991204fdbed756e52213769017ae3575423caa06f9d24567ff7f03a2
P. palmivora,OQ341718.1,803,4e8205931da22e1c2f5bf9b040014f2da219527c535e3ebeb77569658f3b5b69
P. palmivora,OQ341719.1,803,4e8205931da22e1c2f5bf9b040014f2da219527c535e3ebeb77569658f3b5b69
P. palmivora,OQ341720.1,803,4e8205931da22e1c2f5bf9b040014f2da219527c535e3ebeb77569658f3b5b69
P. palmivora,OQ341721.1,794,f9a425fbc59e020abfba57cc40dbfa72aa2bd6fd1749b6369743d00a5173913b
P. palmivora,OQ341722.1,794,f9a425fbc59e020abfba57cc40dbfa72aa2bd6fd1749b6369743d00a5173913b
P. palmivora,OQ341723.1,794,b7e220f516d3303b05e635ba6211ef3d53a219b2a5cc66027432794379d2c119
P. palmivora,OQ341724.1,794,6e691ea98d2e0f9fe1e8f7b0e1efc07dea559c3b0b1dda34f805ec0d79b5c9ef
P. palmivora,OQ341725.1,794,f9a425fbc59e020abfba57cc40dbfa72aa2bd6fd1749b6369743d00a5173913b
P. palmivora,OQ341726.1,794,f9a425fbc59e020abfba57cc40dbfa72aa2bd6fd1749b6369743d00a5173913b
P. palmivora,OQ341727.1,794,6e691ea98d2e0f9fe1e8f7b0e1efc07dea559c3b0b1dda34f805ec0d79b5c9ef
P. palmivora,OQ341728.1,794,f9a425fbc59e020abfba57cc40dbfa72aa2bd6fd1749b6369743d00a5173913b
P. palmivora,OQ341729.1,794,1f95eab66a5e06f28a80b2012cc5e8ea547eff7671ddc203a4878af502858fff
P. palmivora,OQ341730.1,794,19a0be6754acbac3d60b58584c50c1e5e328f78158938d567ec9c06852883af7
P. palmivora,OQ341731.1,794,1f95eab66a5e06f28a80b2012cc5e8ea547eff7671ddc203a4878af502858fff
